institute_code,institute_name,program_code,program_name,category,gender,quota,year,opening_rank,closing_rank,total_seats,student_rank,admitted
111005,VNIT Nagpur,111005_CSE,CSE,OPEN,Gender-Neutral,AI,2023,676,856,34,613,1
111002,NITK Surathkal,111002_ECE,ECE,EWS,Gender-Neutral,AI,2022,308,603,34,791,0
111003,NIT Warangal,111003_CSE,CSE,EWS,Gender-Neutral,AI,2021,577,863,38,639,1
111003,NIT Warangal,111003_ECE,ECE,EWS,Gender-Neutral,AI,2022,718,1004,38,1213,0
111005,VNIT Nagpur,111005_CSE,CSE,EWS,Gender-Neutral,AI,2021,317,487,28,593,0
111002,NITK Surathkal,111002_CSE,CSE,OPEN,Gender-Neutral,AI,2020,617,881,28,867,1
111004,MNIT Jaipur,111004_CSE,CSE,OPEN,Gender-Neutral,AI,2021,477,774,23,688,1
111001,MNNIT Allahabad,111001_CSE,CSE,EWS,Gender-Neutral,AI,2024,696,897,31,1146,0
111003,NIT Warangal,111003_ECE,ECE,EWS,Gender-Neutral,AI,2022,718,1004,38,1188,0
111001,MNNIT Allahabad,111001_CSE,CSE,OPEN,Gender-Neutral,AI,2023,370,548,23,512,1
111004,MNIT Jaipur,111004_CSE,CSE,EWS,Gender-Neutral,AI,2021,477,774,23,794,0
111002,NITK Surathkal,111002_CSE,CSE,OPEN,Gender-Neutral,AI,2024,250,403,20,412,0
111005,VNIT Nagpur,111005_CSE,CSE,EWS,Gender-Neutral,AI,2022,519,703,26,782,0
111003,NIT Warangal,111003_CSE,CSE,EWS,Gender-Neutral,AI,2021,577,863,38,820,1
111001,MNNIT Allahabad,111001_ECE,ECE,EWS,Gender-Neutral,AI,2022,548,743,22,772,0
111001,MNNIT Allahabad,111001_CSE,CSE,EWS,Gender-Neutral,AI,2023,370,548,23,870,0
111004,MNIT Jaipur,111004_ECE,ECE,EWS,Gender-Neutral,AI,2021,517,726,34,447,1
111003,NIT Warangal,111003_CSE,CSE,OPEN,Gender-Neutral,AI,2022,668,866,26,1099,0
111001,MNNIT Allahabad,111001_ECE,ECE,OPEN,Gender-Neutral,AI,2024,285,463,33,571,0
111002,NITK Surathkal,111002_CSE,CSE,EWS,Gender-Neutral,AI,2023,572,729,23,569,1
111002,NITK Surathkal,111002_CSE,CSE,EWS,Gender-Neutral,AI,2021,268,516,31,447,1
111003,NIT Warangal,111003_CSE,CSE,OPEN,Gender-Neutral,AI,2024,460,646,25,286,1
111001,MNNIT Allahabad,111001_ECE,ECE,OPEN,Gender-Neutral,AI,2020,688,965,26,827,1
111005,VNIT Nagpur,111005_ECE,ECE,OPEN,Gender-Neutral,AI,2022,596,858,28,829,1
111003,NIT Warangal,111003_ECE,ECE,OPEN,Gender-Neutral,AI,2020,541,717,25,824,0
111005,VNIT Nagpur,111005_CSE,CSE,OPEN,Gender-Neutral,AI,2021,317,487,28,523,0
111003,NIT Warangal,111003_ECE,ECE,OPEN,Gender-Neutral,AI,2024,415,567,22,484,1
111001,MNNIT Allahabad,111001_ECE,ECE,OPEN,Gender-Neutral,AI,2021,360,577,20,639,0
111001,MNNIT Allahabad,111001_ECE,ECE,EWS,Gender-Neutral,AI,2020,688,965,26,1021,0
111003,NIT Warangal,111003_CSE,CSE,OPEN,Gender-Neutral,AI,2023,361,634,20,594,1
111004,MNIT Jaipur,111004_CSE,CSE,EWS,Gender-Neutral,AI,2024,752,1015,31,907,1
111001,MNNIT Allahabad,111001_CSE,CSE,OPEN,Gender-Neutral,AI,2022,720,957,20,1156,0
111005,VNIT Nagpur,111005_CSE,CSE,OPEN,Gender-Neutral,AI,2023,676,856,34,803,1
111005,VNIT Nagpur,111005_ECE,ECE,OPEN,Gender-Neutral,AI,2020,736,964,23,815,1
111002,NITK Surathkal,111002_ECE,ECE,OPEN,Gender-Neutral,AI,2023,200,439,33,565,0
111002,NITK Surathkal,111002_CSE,CSE,OPEN,Gender-Neutral,AI,2023,572,729,23,900,0
111001,MNNIT Allahabad,111001_CSE,CSE,EWS,Gender-Neutral,AI,2022,720,957,20,745,1
111002,NITK Surathkal,111002_ECE,ECE,OPEN,Gender-Neutral,AI,2022,308,603,34,451,1
111001,MNNIT Allahabad,111001_ECE,ECE,EWS,Gender-Neutral,AI,2024,285,463,33,517,0
111005,VNIT Nagpur,111005_ECE,ECE,OPEN,Gender-Neutral,AI,2024,238,399,28,380,1
111005,VNIT Nagpur,111005_CSE,CSE,EWS,Gender-Neutral,AI,2021,317,487,28,433,1
111004,MNIT Jaipur,111004_ECE,ECE,EWS,Gender-Neutral,AI,2021,517,726,34,537,1
111002,NITK Surathkal,111002_CSE,CSE,EWS,Gender-Neutral,AI,2023,572,729,23,781,0
111003,NIT Warangal,111003_CSE,CSE,EWS,Gender-Neutral,AI,2022,668,866,26,1061,0
111004,MNIT Jaipur,111004_CSE,CSE,OPEN,Gender-Neutral,AI,2023,271,441,37,354,1
111002,NITK Surathkal,111002_ECE,ECE,OPEN,Gender-Neutral,AI,2020,305,505,36,618,0
111002,NITK Surathkal,111002_ECE,ECE,OPEN,Gender-Neutral,AI,2022,308,603,34,670,0
111005,VNIT Nagpur,111005_ECE,ECE,EWS,Gender-Neutral,AI,2023,536,821,27,1060,0
111001,MNNIT Allahabad,111001_ECE,ECE,EWS,Gender-Neutral,AI,2022,548,743,22,634,1
111001,MNNIT Allahabad,111001_ECE,ECE,OPEN,Gender-Neutral,AI,2021,360,577,20,650,0
111004,MNIT Jaipur,111004_ECE,ECE,OPEN,Gender-Neutral,AI,2024,543,746,26,990,0
111001,MNNIT Allahabad,111001_CSE,CSE,EWS,Gender-Neutral,AI,2022,720,957,20,1026,0
111002,NITK Surathkal,111002_ECE,ECE,EWS,Gender-Neutral,AI,2022,308,603,34,657,0
111005,VNIT Nagpur,111005_ECE,ECE,OPEN,Gender-Neutral,AI,2021,684,949,22,797,1
111001,MNNIT Allahabad,111001_ECE,ECE,OPEN,Gender-Neutral,AI,2022,548,743,22,398,1
111003,NIT Warangal,111003_CSE,CSE,EWS,Gender-Neutral,AI,2023,361,634,20,842,0
111002,NITK Surathkal,111002_ECE,ECE,OPEN,Gender-Neutral,AI,2024,578,805,23,736,1
111004,MNIT Jaipur,111004_CSE,CSE,OPEN,Gender-Neutral,AI,2021,477,774,23,793,0
111002,NITK Surathkal,111002_ECE,ECE,EWS,Gender-Neutral,AI,2021,247,457,36,534,0
111001,MNNIT Allahabad,111001_CSE,CSE,OPEN,Gender-Neutral,AI,2020,302,544,34,647,0
111005,VNIT Nagpur,111005_CSE,CSE,OPEN,Gender-Neutral,AI,2020,250,414,23,282,1
111004,MNIT Jaipur,111004_ECE,ECE,EWS,Gender-Neutral,AI,2024,543,746,26,373,1
111005,VNIT Nagpur,111005_CSE,CSE,EWS,Gender-Neutral,AI,2020,250,414,23,364,1
111003,NIT Warangal,111003_CSE,CSE,OPEN,Gender-Neutral,AI,2020,716,988,29,1187,0
111003,NIT Warangal,111003_ECE,ECE,EWS,Gender-Neutral,AI,2021,706,964,30,643,1
111004,MNIT Jaipur,111004_CSE,CSE,EWS,Gender-Neutral,AI,2021,477,774,23,745,1
111001,MNNIT Allahabad,111001_CSE,CSE,EWS,Gender-Neutral,AI,2021,539,780,34,648,1
111001,MNNIT Allahabad,111001_ECE,ECE,EWS,Gender-Neutral,AI,2023,250,462,36,499,0
111002,NITK Surathkal,111002_CSE,CSE,OPEN,Gender-Neutral,AI,2022,730,918,22,1126,0
111005,VNIT Nagpur,111005_CSE,CSE,OPEN,Gender-Neutral,AI,2021,317,487,28,544,0
111004,MNIT Jaipur,111004_CSE,CSE,OPEN,Gender-Neutral,AI,2023,271,441,37,360,1
111004,MNIT Jaipur,111004_ECE,ECE,OPEN,Gender-Neutral,AI,2022,755,960,34,1172,0
111005,VNIT Nagpur,111005_CSE,CSE,OPEN,Gender-Neutral,AI,2022,519,703,26,716,0
111001,MNNIT Allahabad,111001_ECE,ECE,OPEN,Gender-Neutral,AI,2022,548,743,22,567,1
111002,NITK Surathkal,111002_CSE,CSE,EWS,Gender-Neutral,AI,2024,250,403,20,544,0
111004,MNIT Jaipur,111004_CSE,CSE,EWS,Gender-Neutral,AI,2020,488,643,38,583,1
111003,NIT Warangal,111003_ECE,ECE,EWS,Gender-Neutral,AI,2023,465,717,39,621,1
111004,MNIT Jaipur,111004_ECE,ECE,EWS,Gender-Neutral,AI,2022,755,960,34,952,1
111001,MNNIT Allahabad,111001_CSE,CSE,OPEN,Gender-Neutral,AI,2020,302,544,34,584,0
111001,MNNIT Allahabad,111001_ECE,ECE,EWS,Gender-Neutral,AI,2021,360,577,20,404,1
111002,NITK Surathkal,111002_ECE,ECE,EWS,Gender-Neutral,AI,2021,247,457,36,408,1
111002,NITK Surathkal,111002_CSE,CSE,EWS,Gender-Neutral,AI,2022,730,918,22,740,1
111004,MNIT Jaipur,111004_CSE,CSE,EWS,Gender-Neutral,AI,2022,283,438,38,436,1
111005,VNIT Nagpur,111005_ECE,ECE,OPEN,Gender-Neutral,AI,2023,536,821,27,895,0
111001,MNNIT Allahabad,111001_ECE,ECE,EWS,Gender-Neutral,AI,2024,285,463,33,367,1
111001,MNNIT Allahabad,111001_ECE,ECE,OPEN,Gender-Neutral,AI,2020,688,965,26,1128,0
111004,MNIT Jaipur,111004_CSE,CSE,OPEN,Gender-Neutral,AI,2020,488,643,38,637,1
111004,MNIT Jaipur,111004_CSE,CSE,EWS,Gender-Neutral,AI,2020,488,643,38,637,1
111001,MNNIT Allahabad,111001_ECE,ECE,OPEN,Gender-Neutral,AI,2024,285,463,33,527,0
111002,NITK Surathkal,111002_ECE,ECE,OPEN,Gender-Neutral,AI,2020,305,505,36,585,0
111004,MNIT Jaipur,111004_ECE,ECE,EWS,Gender-Neutral,AI,2022,755,960,34,1001,0
111004,MNIT Jaipur,111004_ECE,ECE,EWS,Gender-Neutral,AI,2020,234,476,34,616,0
111004,MNIT Jaipur,111004_ECE,ECE,EWS,Gender-Neutral,AI,2021,517,726,34,622,1
111004,MNIT Jaipur,111004_CSE,CSE,OPEN,Gender-Neutral,AI,2024,752,1015,31,1207,0
111005,VNIT Nagpur,111005_ECE,ECE,OPEN,Gender-Neutral,AI,2023,536,821,27,970,0
111003,NIT Warangal,111003_ECE,ECE,OPEN,Gender-Neutral,AI,2020,541,717,25,699,1
111005,VNIT Nagpur,111005_ECE,ECE,EWS,Gender-Neutral,AI,2024,238,399,28,488,0
111001,MNNIT Allahabad,111001_CSE,CSE,EWS,Gender-Neutral,AI,2022,720,957,20,1167,0
111005,VNIT Nagpur,111005_ECE,ECE,OPEN,Gender-Neutral,AI,2020,736,964,23,944,1
111001,MNNIT Allahabad,111001_ECE,ECE,EWS,Gender-Neutral,AI,2022,548,743,22,724,1
111005,VNIT Nagpur,111005_CSE,CSE,OPEN,Gender-Neutral,AI,2022,519,703,26,801,0
111001,MNNIT Allahabad,111001_ECE,ECE,EWS,Gender-Neutral,AI,2023,250,462,36,541,0
111001,MNNIT Allahabad,111001_CSE,CSE,EWS,Gender-Neutral,AI,2020,302,544,34,418,1
111003,NIT Warangal,111003_ECE,ECE,EWS,Gender-Neutral,AI,2020,541,717,25,890,0
111001,MNNIT Allahabad,111001_CSE,CSE,EWS,Gender-Neutral,AI,2022,720,957,20,1116,0
111005,VNIT Nagpur,111005_ECE,ECE,EWS,Gender-Neutral,AI,2023,536,821,27,786,1
111005,VNIT Nagpur,111005_ECE,ECE,EWS,Gender-Neutral,AI,2022,596,858,28,908,0
111003,NIT Warangal,111003_ECE,ECE,EWS,Gender-Neutral,AI,2020,541,717,25,700,1
111005,VNIT Nagpur,111005_ECE,ECE,EWS,Gender-Neutral,AI,2022,596,858,28,994,0
111003,NIT Warangal,111003_CSE,CSE,EWS,Gender-Neutral,AI,2024,460,646,25,564,1
111002,NITK Surathkal,111002_CSE,CSE,OPEN,Gender-Neutral,AI,2024,250,403,20,342,1
111004,MNIT Jaipur,111004_ECE,ECE,EWS,Gender-Neutral,AI,2020,234,476,34,506,0
111005,VNIT Nagpur,111005_CSE,CSE,OPEN,Gender-Neutral,AI,2023,676,856,34,942,0
111002,NITK Surathkal,111002_CSE,CSE,OPEN,Gender-Neutral,AI,2021,268,516,31,515,1
111001,MNNIT Allahabad,111001_CSE,CSE,OPEN,Gender-Neutral,AI,2021,539,780,34,708,1
111005,VNIT Nagpur,111005_ECE,ECE,EWS,Gender-Neutral,AI,2022,596,858,28,440,1
111003,NIT Warangal,111003_CSE,CSE,EWS,Gender-Neutral,AI,2021,577,863,38,835,1
111005,VNIT Nagpur,111005_ECE,ECE,EWS,Gender-Neutral,AI,2022,596,858,28,844,1
111002,NITK Surathkal,111002_ECE,ECE,EWS,Gender-Neutral,AI,2023,200,439,33,363,1
111002,NITK Surathkal,111002_CSE,CSE,OPEN,Gender-Neutral,AI,2021,268,516,31,656,0
111001,MNNIT Allahabad,111001_CSE,CSE,EWS,Gender-Neutral,AI,2021,539,780,34,845,0
111005,VNIT Nagpur,111005_ECE,ECE,EWS,Gender-Neutral,AI,2023,536,821,27,1176,0
111002,NITK Surathkal,111002_ECE,ECE,OPEN,Gender-Neutral,AI,2023,200,439,33,481,0
111003,NIT Warangal,111003_CSE,CSE,OPEN,Gender-Neutral,AI,2023,361,634,20,690,0
111005,VNIT Nagpur,111005_ECE,ECE,OPEN,Gender-Neutral,AI,2023,536,821,27,1116,0
111005,VNIT Nagpur,111005_CSE,CSE,EWS,Gender-Neutral,AI,2022,519,703,26,615,1
111004,MNIT Jaipur,111004_ECE,ECE,OPEN,Gender-Neutral,AI,2020,234,476,34,359,1
111005,VNIT Nagpur,111005_CSE,CSE,EWS,Gender-Neutral,AI,2022,519,703,26,933,0
111001,MNNIT Allahabad,111001_ECE,ECE,EWS,Gender-Neutral,AI,2024,285,463,33,356,1
111005,VNIT Nagpur,111005_CSE,CSE,OPEN,Gender-Neutral,AI,2022,519,703,26,538,1
111005,VNIT Nagpur,111005_CSE,CSE,OPEN,Gender-Neutral,AI,2023,676,856,34,1042,0
111003,NIT Warangal,111003_ECE,ECE,OPEN,Gender-Neutral,AI,2020,541,717,25,686,1
111005,VNIT Nagpur,111005_ECE,ECE,OPEN,Gender-Neutral,AI,2023,536,821,27,997,0
111005,VNIT Nagpur,111005_CSE,CSE,EWS,Gender-Neutral,AI,2021,317,487,28,375,1
111003,NIT Warangal,111003_ECE,ECE,EWS,Gender-Neutral,AI,2023,465,717,39,635,1
111005,VNIT Nagpur,111005_ECE,ECE,EWS,Gender-Neutral,AI,2023,536,821,27,909,0
111001,MNNIT Allahabad,111001_ECE,ECE,EWS,Gender-Neutral,AI,2023,250,462,36,395,1
111005,VNIT Nagpur,111005_ECE,ECE,EWS,Gender-Neutral,AI,2020,736,964,23,1280,0
111001,MNNIT Allahabad,111001_ECE,ECE,EWS,Gender-Neutral,AI,2022,548,743,22,634,1
111005,VNIT Nagpur,111005_CSE,CSE,OPEN,Gender-Neutral,AI,2020,250,414,23,459,0
111005,VNIT Nagpur,111005_ECE,ECE,OPEN,Gender-Neutral,AI,2024,238,399,28,359,1
111004,MNIT Jaipur,111004_ECE,ECE,OPEN,Gender-Neutral,AI,2022,755,960,34,760,1
111001,MNNIT Allahabad,111001_ECE,ECE,OPEN,Gender-Neutral,AI,2020,688,965,26,797,1
111002,NITK Surathkal,111002_CSE,CSE,EWS,Gender-Neutral,AI,2021,268,516,31,616,0
111004,MNIT Jaipur,111004_CSE,CSE,OPEN,Gender-Neutral,AI,2024,752,1015,31,939,1
111001,MNNIT Allahabad,111001_ECE,ECE,OPEN,Gender-Neutral,AI,2020,688,965,26,1072,0
111003,NIT Warangal,111003_CSE,CSE,EWS,Gender-Neutral,AI,2021,577,863,38,880,0
111003,NIT Warangal,111003_CSE,CSE,EWS,Gender-Neutral,AI,2020,716,988,29,1075,0
111004,MNIT Jaipur,111004_ECE,ECE,OPEN,Gender-Neutral,AI,2022,755,960,34,1151,0
111003,NIT Warangal,111003_ECE,ECE,OPEN,Gender-Neutral,AI,2024,415,567,22,599,0
111004,MNIT Jaipur,111004_ECE,ECE,EWS,Gender-Neutral,AI,2024,543,746,26,555,1
111004,MNIT Jaipur,111004_CSE,CSE,OPEN,Gender-Neutral,AI,2023,271,441,37,318,1
111001,MNNIT Allahabad,111001_ECE,ECE,EWS,Gender-Neutral,AI,2020,688,965,26,730,1
111001,MNNIT Allahabad,111001_CSE,CSE,EWS,Gender-Neutral,AI,2022,720,957,20,1021,0
111001,MNNIT Allahabad,111001_ECE,ECE,EWS,Gender-Neutral,AI,2022,548,743,22,491,1
111003,NIT Warangal,111003_CSE,CSE,EWS,Gender-Neutral,AI,2020,716,988,29,900,1
111005,VNIT Nagpur,111005_ECE,ECE,OPEN,Gender-Neutral,AI,2022,596,858,28,945,0
111002,NITK Surathkal,111002_CSE,CSE,EWS,Gender-Neutral,AI,2020,617,881,28,948,0
111004,MNIT Jaipur,111004_CSE,CSE,EWS,Gender-Neutral,AI,2022,283,438,38,511,0
111005,VNIT Nagpur,111005_CSE,CSE,OPEN,Gender-Neutral,AI,2022,519,703,26,858,0
111004,MNIT Jaipur,111004_ECE,ECE,OPEN,Gender-Neutral,AI,2023,510,778,30,809,0
111001,MNNIT Allahabad,111001_CSE,CSE,EWS,Gender-Neutral,AI,2020,302,544,34,356,1
111005,VNIT Nagpur,111005_CSE,CSE,OPEN,Gender-Neutral,AI,2020,250,414,23,283,1
111001,MNNIT Allahabad,111001_CSE,CSE,EWS,Gender-Neutral,AI,2021,539,780,34,795,0
111003,NIT Warangal,111003_CSE,CSE,OPEN,Gender-Neutral,AI,2022,668,866,26,906,0
111004,MNIT Jaipur,111004_CSE,CSE,EWS,Gender-Neutral,AI,2022,283,438,38,500,0
111002,NITK Surathkal,111002_CSE,CSE,OPEN,Gender-Neutral,AI,2022,730,918,22,970,0
111002,NITK Surathkal,111002_ECE,ECE,OPEN,Gender-Neutral,AI,2020,305,505,36,501,1
111004,MNIT Jaipur,111004_ECE,ECE,OPEN,Gender-Neutral,AI,2022,755,960,34,975,0
111003,NIT Warangal,111003_ECE,ECE,EWS,Gender-Neutral,AI,2023,465,717,39,787,0
111004,MNIT Jaipur,111004_CSE,CSE,OPEN,Gender-Neutral,AI,2021,477,774,23,665,1
111004,MNIT Jaipur,111004_ECE,ECE,EWS,Gender-Neutral,AI,2021,517,726,34,597,1
111005,VNIT Nagpur,111005_CSE,CSE,OPEN,Gender-Neutral,AI,2024,618,917,30,817,1
111002,NITK Surathkal,111002_CSE,CSE,OPEN,Gender-Neutral,AI,2023,572,729,23,450,1
111004,MNIT Jaipur,111004_CSE,CSE,OPEN,Gender-Neutral,AI,2020,488,643,38,844,0
111002,NITK Surathkal,111002_CSE,CSE,EWS,Gender-Neutral,AI,2024,250,403,20,391,1
111003,NIT Warangal,111003_CSE,CSE,EWS,Gender-Neutral,AI,2020,716,988,29,1023,0
111001,MNNIT Allahabad,111001_ECE,ECE,OPEN,Gender-Neutral,AI,2022,548,743,22,643,1
111004,MNIT Jaipur,111004_ECE,ECE,OPEN,Gender-Neutral,AI,2024,543,746,26,410,1
111004,MNIT Jaipur,111004_CSE,CSE,EWS,Gender-Neutral,AI,2022,283,438,38,516,0
111005,VNIT Nagpur,111005_CSE,CSE,OPEN,Gender-Neutral,AI,2024,618,917,30,1096,0
111003,NIT Warangal,111003_ECE,ECE,OPEN,Gender-Neutral,AI,2022,718,1004,38,873,1
111005,VNIT Nagpur,111005_CSE,CSE,EWS,Gender-Neutral,AI,2024,618,917,30,788,1
111003,NIT Warangal,111003_CSE,CSE,EWS,Gender-Neutral,AI,2024,460,646,25,543,1
111001,MNNIT Allahabad,111001_ECE,ECE,EWS,Gender-Neutral,AI,2022,548,743,22,567,1
111001,MNNIT Allahabad,111001_ECE,ECE,OPEN,Gender-Neutral,AI,2022,548,743,22,590,1
111004,MNIT Jaipur,111004_ECE,ECE,OPEN,Gender-Neutral,AI,2021,517,726,34,949,0
111005,VNIT Nagpur,111005_ECE,ECE,EWS,Gender-Neutral,AI,2021,684,949,22,943,1
111004,MNIT Jaipur,111004_ECE,ECE,EWS,Gender-Neutral,AI,2021,517,726,34,413,1
111004,MNIT Jaipur,111004_CSE,CSE,OPEN,Gender-Neutral,AI,2022,283,438,38,380,1
111002,NITK Surathkal,111002_ECE,ECE,OPEN,Gender-Neutral,AI,2022,308,603,34,528,1
111003,NIT Warangal,111003_CSE,CSE,EWS,Gender-Neutral,AI,2023,361,634,20,541,1
111002,NITK Surathkal,111002_ECE,ECE,OPEN,Gender-Neutral,AI,2021,247,457,36,428,1
111001,MNNIT Allahabad,111001_ECE,ECE,OPEN,Gender-Neutral,AI,2024,285,463,33,553,0
111001,MNNIT Allahabad,111001_ECE,ECE,EWS,Gender-Neutral,AI,2021,360,577,20,687,0
111005,VNIT Nagpur,111005_CSE,CSE,OPEN,Gender-Neutral,AI,2022,519,703,26,820,0
111004,MNIT Jaipur,111004_CSE,CSE,OPEN,Gender-Neutral,AI,2020,488,643,38,672,0
111001,MNNIT Allahabad,111001_ECE,ECE,EWS,Gender-Neutral,AI,2022,548,743,22,703,1
111005,VNIT Nagpur,111005_ECE,ECE,OPEN,Gender-Neutral,AI,2022,596,858,28,721,1
111001,MNNIT Allahabad,111001_ECE,ECE,EWS,Gender-Neutral,AI,2024,285,463,33,345,1
111004,MNIT Jaipur,111004_CSE,CSE,OPEN,Gender-Neutral,AI,2020,488,643,38,623,1
111002,NITK Surathkal,111002_CSE,CSE,EWS,Gender-Neutral,AI,2023,572,729,23,495,1
111002,NITK Surathkal,111002_CSE,CSE,OPEN,Gender-Neutral,AI,2024,250,403,20,375,1
111003,NIT Warangal,111003_CSE,CSE,EWS,Gender-Neutral,AI,2020,716,988,29,1193,0
111001,MNNIT Allahabad,111001_ECE,ECE,OPEN,Gender-Neutral,AI,2021,360,577,20,677,0
111001,MNNIT Allahabad,111001_ECE,ECE,OPEN,Gender-Neutral,AI,2024,285,463,33,416,1
111002,NITK Surathkal,111002_CSE,CSE,OPEN,Gender-Neutral,AI,2020,617,881,28,960,0
111003,NIT Warangal,111003_CSE,CSE,OPEN,Gender-Neutral,AI,2021,577,863,38,1182,0
111002,NITK Surathkal,111002_CSE,CSE,EWS,Gender-Neutral,AI,2022,730,918,22,817,1
111003,NIT Warangal,111003_CSE,CSE,EWS,Gender-Neutral,AI,2020,716,988,29,1510,0
111005,VNIT Nagpur,111005_ECE,ECE,EWS,Gender-Neutral,AI,2021,684,949,22,1176,0
111004,MNIT Jaipur,111004_ECE,ECE,EWS,Gender-Neutral,AI,2023,510,778,30,847,0
111005,VNIT Nagpur,111005_ECE,ECE,EWS,Gender-Neutral,AI,2020,736,964,23,707,1
111005,VNIT Nagpur,111005_CSE,CSE,OPEN,Gender-Neutral,AI,2021,317,487,28,395,1
111005,VNIT Nagpur,111005_CSE,CSE,OPEN,Gender-Neutral,AI,2024,618,917,30,996,0
111001,MNNIT Allahabad,111001_ECE,ECE,OPEN,Gender-Neutral,AI,2021,360,577,20,573,1
111004,MNIT Jaipur,111004_CSE,CSE,EWS,Gender-Neutral,AI,2021,477,774,23,976,0
111003,NIT Warangal,111003_CSE,CSE,EWS,Gender-Neutral,AI,2020,716,988,29,1242,0
111004,MNIT Jaipur,111004_ECE,ECE,OPEN,Gender-Neutral,AI,2024,543,746,26,553,1
111004,MNIT Jaipur,111004_ECE,ECE,OPEN,Gender-Neutral,AI,2023,510,778,30,768,1
111004,MNIT Jaipur,111004_ECE,ECE,OPEN,Gender-Neutral,AI,2021,517,726,34,742,0
111005,VNIT Nagpur,111005_ECE,ECE,OPEN,Gender-Neutral,AI,2020,736,964,23,855,1
111002,NITK Surathkal,111002_CSE,CSE,EWS,Gender-Neutral,AI,2020,617,881,28,288,1
111004,MNIT Jaipur,111004_CSE,CSE,OPEN,Gender-Neutral,AI,2022,283,438,38,419,1
111005,VNIT Nagpur,111005_ECE,ECE,EWS,Gender-Neutral,AI,2020,736,964,23,1223,0
111004,MNIT Jaipur,111004_ECE,ECE,OPEN,Gender-Neutral,AI,2022,755,960,34,792,1
111005,VNIT Nagpur,111005_CSE,CSE,OPEN,Gender-Neutral,AI,2020,250,414,23,490,0
111005,VNIT Nagpur,111005_ECE,ECE,EWS,Gender-Neutral,AI,2020,736,964,23,1046,0
111004,MNIT Jaipur,111004_CSE,CSE,OPEN,Gender-Neutral,AI,2021,477,774,23,699,1
111005,VNIT Nagpur,111005_CSE,CSE,OPEN,Gender-Neutral,AI,2023,676,856,34,672,1
111004,MNIT Jaipur,111004_ECE,ECE,EWS,Gender-Neutral,AI,2023,510,778,30,773,1
111002,NITK Surathkal,111002_ECE,ECE,EWS,Gender-Neutral,AI,2024,578,805,23,505,1
111005,VNIT Nagpur,111005_ECE,ECE,OPEN,Gender-Neutral,AI,2023,536,821,27,649,1
111003,NIT Warangal,111003_ECE,ECE,EWS,Gender-Neutral,AI,2020,541,717,25,685,1
111002,NITK Surathkal,111002_CSE,CSE,OPEN,Gender-Neutral,AI,2023,572,729,23,944,0
111005,VNIT Nagpur,111005_CSE,CSE,EWS,Gender-Neutral,AI,2020,250,414,23,378,1
111003,NIT Warangal,111003_CSE,CSE,OPEN,Gender-Neutral,AI,2022,668,866,26,940,0
111003,NIT Warangal,111003_CSE,CSE,EWS,Gender-Neutral,AI,2024,460,646,25,547,1
111001,MNNIT Allahabad,111001_ECE,ECE,OPEN,Gender-Neutral,AI,2020,688,965,26,1013,0
111004,MNIT Jaipur,111004_CSE,CSE,EWS,Gender-Neutral,AI,2024,752,1015,31,916,1
111002,NITK Surathkal,111002_CSE,CSE,EWS,Gender-Neutral,AI,2021,268,516,31,573,0
111005,VNIT Nagpur,111005_CSE,CSE,OPEN,Gender-Neutral,AI,2023,676,856,34,880,0
111004,MNIT Jaipur,111004_CSE,CSE,EWS,Gender-Neutral,AI,2020,488,643,38,714,0
111004,MNIT Jaipur,111004_CSE,CSE,EWS,Gender-Neutral,AI,2023,271,441,37,372,1
111002,NITK Surathkal,111002_ECE,ECE,OPEN,Gender-Neutral,AI,2023,200,439,33,385,1
111005,VNIT Nagpur,111005_ECE,ECE,EWS,Gender-Neutral,AI,2024,238,399,28,453,0
111005,VNIT Nagpur,111005_CSE,CSE,EWS,Gender-Neutral,AI,2022,519,703,26,840,0
111002,NITK Surathkal,111002_CSE,CSE,EWS,Gender-Neutral,AI,2021,268,516,31,606,0
111004,MNIT Jaipur,111004_ECE,ECE,EWS,Gender-Neutral,AI,2024,543,746,26,656,1
111004,MNIT Jaipur,111004_CSE,CSE,OPEN,Gender-Neutral,AI,2023,271,441,37,449,0
111002,NITK Surathkal,111002_ECE,ECE,EWS,Gender-Neutral,AI,2020,305,505,36,274,1
111004,MNIT Jaipur,111004_CSE,CSE,EWS,Gender-Neutral,AI,2022,283,438,38,478,0
111003,NIT Warangal,111003_CSE,CSE,OPEN,Gender-Neutral,AI,2020,716,988,29,1021,0
111005,VNIT Nagpur,111005_CSE,CSE,OPEN,Gender-Neutral,AI,2024,618,917,30,1010,0
111004,MNIT Jaipur,111004_ECE,ECE,OPEN,Gender-Neutral,AI,2020,234,476,34,472,1
111002,NITK Surathkal,111002_ECE,ECE,OPEN,Gender-Neutral,AI,2022,308,603,34,680,0
111002,NITK Surathkal,111002_CSE,CSE,OPEN,Gender-Neutral,AI,2022,730,918,22,891,1
111004,MNIT Jaipur,111004_ECE,ECE,EWS,Gender-Neutral,AI,2022,755,960,34,934,1
111004,MNIT Jaipur,111004_CSE,CSE,OPEN,Gender-Neutral,AI,2021,477,774,23,832,0
111004,MNIT Jaipur,111004_CSE,CSE,EWS,Gender-Neutral,AI,2021,477,774,23,583,1
111002,NITK Surathkal,111002_CSE,CSE,OPEN,Gender-Neutral,AI,2024,250,403,20,429,0
